Date,Campaign_Name,Impressions,Clicks,Spend_IDR,Conversions,Revenue_IDR
2025-03-15,Launching Produk Baru,27384,920,1941200,6,2530776
2025-01-20,Launching Produk Baru,46535,366,432978,7,3326463
2025-05-28,Lookalike Audience,47385,1311,2691483,42,7653660
2025-02-04,Flash Sale Akhir Bulan,31550,176,186032,6,1785726
2025-06-24,Launching Produk Baru,5522,34,75650,1,365480
2025-01-17,Launching Produk Baru,16799,497,1273314,13,4009148
2025-05-07,Retargeting Web,36110,2513,6993679,150,69678000
2025-05-05,Lookalike Audience,30898,566,1327836,20,6598240
2025-02-20,Retargeting Web,21665,1248,3469440,35,12770485
2025-04-11,Retargeting Web,13732,468,839124,21,6027588
2025-06-11,Retargeting Web,40725,2698,2865276,101,46675534
2025-02-19,Lookalike Audience,3331,132,249216,2,843592
2025-05-06,Promo Diskon 50%,19037,572,930644,7,2033451
2025-03-06,Lookalike Audience,5902,102,109242,3,1144977
2025-01-14,Launching Produk Baru,20292,606,1480458,18,5064768
2025-05-13,Flash Sale Akhir Bulan,19341,342,621414,6,1586400
2025-03-16,Retargeting Web,33289,1713,1533135,99,40021047
2025-05-20,Retargeting Web,22551,1043,1666714,59,25787897
2025-05-01,Launching Produk Baru,20804,173,474885,5,1984540
2025-01-16,Retargeting Web,2839,179,422977,8,3508656
2025-02-08,Promo Diskon 50%,43097,1639,4056525,11,4899807
2025-05-30,Launching Produk Baru,29338,1198,2908744,29,12281500
2025-03-22,Retargeting Web,30404,1456,1684592,59,19784588
2025-03-02,Retargeting Web,24078,1319,3360812,32,14196096
2025-06-08,Promo Diskon 50%,44867,811,1321119,9,1739988
2025-03-04,Retargeting Web,20227,1501,1748665,59,28172028
2025-05-14,Promo Diskon 50%,24564,341,735537,8,2469208
2025-05-27,Launching Produk Baru,49932,276,301668,8,2659456
2025-01-01,Flash Sale Akhir Bulan,1263,13,30095,0,0
2025-01-03,Lookalike Audience,28249,885,2401005,28,13088208
2025-06-22,Retargeting Web,41685,2164,5470592,90,32066460
2025-05-06,Retargeting Web,4632,168,464016,7,1534141
2025-06-08,Flash Sale Akhir Bulan,12379,546,1601418,12,5628480
2025-05-16,Promo Diskon 50%,7667,303,438744,7,1249633
2025-05-05,Launching Produk Baru,33551,887,1930112,24,11895024
2025-01-20,Promo Diskon 50%,12001,518,1326598,11,3852893
2025-05-29,Promo Diskon 50%,7677,109,252335,1,492630
2025-01-19,Lookalike Audience,12504,412,604816,2,364150
2025-04-25,Launching Produk Baru,16239,438,1310934,13,5521893
2025-04-19,Launching Produk Baru,6586,157,463621,4,1960600
2025-04-22,Launching Produk Baru,3441,156,296556,2,829112
2025-04-09,Lookalike Audience,30957,549,994788,12,3104220
2025-01-01,Lookalike Audience,6396,136,217192,3,1391337
2025-02-20,Launching Produk Baru,24268,310,573500,7,3019198
2025-06-09,Promo Diskon 50%,21449,984,986952,25,11380875
2025-06-01,Retargeting Web,37348,2373,3528651,111,55070874
2025-03-04,Launching Produk Baru,21930,172,419336,3,940386
2025-01-26,Flash Sale Akhir Bulan,4226,183,468114,2,571560
2025-05-08,Promo Diskon 50%,20169,368,1027456,10,2269500
2025-05-17,Retargeting Web,29195,1530,2711160,40,17739360
2025-02-09,Launching Produk Baru,37885,1337,2462754,22,8757914
2025-06-22,Lookalike Audience,48016,2076,2177724,70,24503990
2025-02-28,Flash Sale Akhir Bulan,33605,602,1279852,17,3910051
2025-02-05,Launching Produk Baru,32026,1565,3612020,54,25165242
2025-01-01,Flash Sale Akhir Bulan,8561,131,362477,3,467424
2025-06-27,Lookalike Audience,33337,1523,1399637,55,25483920
2025-05-26,Lookalike Audience,44322,2099,4538038,68,12747960
2025-04-04,Retargeting Web,26452,1129,2557185,37,10935239
2025-01-06,Launching Produk Baru,21210,536,1196888,17,5625810
2025-02-22,Retargeting Web,47318,3227,8822618,172,27993516
2025-02-05,Lookalike Audience,25806,405,889380,2,506632
2025-05-07,Promo Diskon 50%,21963,454,802672,4,1049548
2025-04-17,Lookalike Audience,6647,165,223905,4,722084
2025-02-18,Launching Produk Baru,38593,1003,1355053,18,8237016
2025-03-02,Launching Produk Baru,17267,115,203205,2,538412
2025-01-26,Lookalike Audience,21931,551,651282,21,4887540
2025-05-13,Promo Diskon 50%,27539,1330,2823590,26,5060276
2025-02-27,Lookalike Audience,12336,466,687816,13,2016950
2025-06-07,Promo Diskon 50%,45895,1012,2327600,8,3194992
2025-05-12,Promo Diskon 50%,3016,72,108936,2,859868
2025-01-22,Retargeting Web,26153,1810,1844390,59,15206188
2025-02-12,Launching Produk Baru,17540,564,1251516,16,5761744
2025-02-16,Launching Produk Baru,49058,656,604176,15,2328855
2025-03-31,Lookalike Audience,42379,1185,3046635,25,5079675
2025-05-26,Promo Diskon 50%,8717,184,422464,2,709234
2025-01-04,Retargeting Web,27923,1814,5425674,57,13749369
2025-06-09,Promo Diskon 50%,41695,952,2592296,17,2774876
2025-03-06,Launching Produk Baru,41375,1874,2310642,18,8812944
2025-04-27,Lookalike Audience,35094,953,2712238,14,5052432
2025-01-18,Launching Produk Baru,32663,264,380688,9,3152817
2025-01-25,Launching Produk Baru,9130,274,574578,6,2943630
2025-02-02,Retargeting Web,16765,636,1133988,28,9199932
2025-03-17,Retargeting Web,35757,1390,3006570,71,19247035
2025-05-31,Promo Diskon 50%,25519,1044,837288,34,15569824
2025-01-25,Promo Diskon 50%,29629,588,916692,5,1697835
2025-04-02,Lookalike Audience,1730,42,120372,0,0
2025-02-19,Retargeting Web,9865,305,367220,7,1191295
2025-03-15,Lookalike Audience,22358,145,307400,3,1098975
2025-05-02,Lookalike Audience,14631,654,1529706,21,7900494
2025-05-16,Promo Diskon 50%,42578,1573,4269122,19,2879412
2025-06-19,Retargeting Web,3019,116,235712,4,1034932
2025-05-05,Promo Diskon 50%,25672,479,545102,15,7416405
2025-05-13,Launching Produk Baru,43418,858,1637064,9,2268135
2025-06-01,Promo Diskon 50%,9096,177,511353,3,1005015
2025-01-05,Promo Diskon 50%,20113,139,350697,1,224673
2025-04-21,Launching Produk Baru,6072,210,379680,1,308176
2025-02-02,Promo Diskon 50%,1840,46,55200,1,415916
2025-03-02,Retargeting Web,34908,1331,3118533,78,20105826
2025-02-02,Lookalike Audience,31367,1047,1584111,8,2948464
2025-01-17,Launching Produk Baru,31860,1048,1470344,7,1296456
2025-04-01,Launching Produk Baru,49694,2402,5481364,19,4512101
2025-01-30,Flash Sale Akhir Bulan,42287,1754,1404954,33,15816339
2025-01-20,Retargeting Web,29001,2191,5080929,48,11414736
2025-03-21,Lookalike Audience,6198,51,63597,0,0
2025-01-29,Launching Produk Baru,2719,65,194285,1,361742
2025-02-16,Promo Diskon 50%,36648,198,428868,6,2638434
2025-01-16,Promo Diskon 50%,30146,368,462576,5,2226565
2025-02-09,Promo Diskon 50%,36278,1737,4420665,38,12049230
2025-03-25,Flash Sale Akhir Bulan,20027,510,652290,5,2184395
2025-03-20,Launching Produk Baru,21838,771,1843461,17,6994752
2025-04-25,Lookalike Audience,42124,391,554438,15,3452685
2025-04-18,Retargeting Web,48123,2151,5190363,87,42337419
2025-01-31,Retargeting Web,28270,2091,5384325,64,25203648
2025-05-16,Launching Produk Baru,7761,281,461964,7,2973152
2025-02-19,Retargeting Web,12400,912,2142288,23,9513145
2025-01-21,Flash Sale Akhir Bulan,1938,43,56502,1,351079
2025-05-25,Retargeting Web,36810,1192,2776168,57,23630262
2025-06-06,Retargeting Web,17186,758,825462,18,7700238
2025-06-22,Launching Produk Baru,7784,86,237274,0,0
2025-05-18,Retargeting Web,46301,2861,4480326,97,37023542
2025-05-01,Launching Produk Baru,29588,1271,2259838,18,5771232
2025-01-11,Launching Produk Baru,42244,1871,5137766,11,4980250
2025-06-03,Launching Produk Baru,47316,1138,1635306,24,8990952
2025-01-21,Lookalike Audience,10461,137,269068,1,433715
2025-06-16,Flash Sale Akhir Bulan,11132,315,632520,3,1144614
2025-04-05,Flash Sale Akhir Bulan,38880,502,1469354,10,4059120
2025-02-27,Lookalike Audience,48395,1079,1780350,11,5300526
2025-02-23,Retargeting Web,14165,964,1723632,36,17550648
2025-06-09,Retargeting Web,19530,692,736980,31,11288960
2025-02-07,Promo Diskon 50%,33457,1186,3419238,12,2026776
2025-01-21,Promo Diskon 50%,22823,1086,2494542,22,3948494
2025-04-14,Promo Diskon 50%,31918,1060,2877900,12,3297180
2025-06-08,Flash Sale Akhir Bulan,31367,284,286840,9,3310389
2025-01-27,Promo Diskon 50%,22564,1111,3230788,15,4046205
2025-06-13,Lookalike Audience,27238,1352,2882464,31,14326247
2025-05-16,Retargeting Web,1524,69,151731,3,738501
2025-06-29,Lookalike Audience,41618,1404,2781324,12,4176540
2025-05-23,Flash Sale Akhir Bulan,7896,320,568000,11,5105804
2025-03-26,Retargeting Web,9784,467,1136678,23,7860388
2025-06-28,Promo Diskon 50%,12398,376,427512,9,1638621
2025-05-27,Flash Sale Akhir Bulan,44277,2193,4600914,41,8236531
2025-03-31,Flash Sale Akhir Bulan,26274,313,574355,7,1963388
2025-04-16,Lookalike Audience,37409,758,773160,27,12065355
2025-02-18,Retargeting Web,45791,1432,2263992,77,11740344
2025-03-31,Promo Diskon 50%,6795,326,720786,10,3646990
2025-03-27,Promo Diskon 50%,25058,555,571095,3,536859
2025-03-02,Promo Diskon 50%,25849,313,604716,3,1337193
2025-06-09,Retargeting Web,24232,806,1572506,27,13268961
2025-06-27,Flash Sale Akhir Bulan,48090,1008,2030112,36,10389852
2025-06-06,Flash Sale Akhir Bulan,32956,1432,4182872,11,5206267
2025-05-30,Lookalike Audience,6761,184,362296,3,1311228
2025-01-12,Promo Diskon 50%,35426,844,1888872,7,2488024
2025-04-12,Retargeting Web,19603,1522,3555392,73,32937527
2025-03-23,Lookalike Audience,45662,1574,3530482,57,24383688
2025-06-27,Flash Sale Akhir Bulan,30907,500,564000,8,2037520
2025-01-29,Launching Produk Baru,12000,466,1093236,10,3009280
2025-05-09,Flash Sale Akhir Bulan,28345,1057,2398333,36,17423244
2025-03-13,Lookalike Audience,20491,429,928785,13,6113302
2025-02-28,Retargeting Web,31761,974,1729824,26,8161426
2025-06-24,Promo Diskon 50%,17798,473,662200,15,7361250
2025-04-23,Flash Sale Akhir Bulan,31632,762,2282952,13,5685173
2025-06-03,Launching Produk Baru,39533,1963,2653976,62,20806642
2025-03-10,Retargeting Web,43695,1750,4644500,42,9656598
2025-04-09,Lookalike Audience,20594,226,589860,6,2550078
2025-03-22,Retargeting Web,9749,620,1536360,35,12396195
2025-03-23,Promo Diskon 50%,42446,1617,4285050,19,3281984
2025-03-23,Flash Sale Akhir Bulan,46998,2119,5490329,60,16537380
2025-05-02,Promo Diskon 50%,45649,1003,2612815,18,2708568
2025-02-16,Lookalike Audience,20657,915,1672620,5,1545680
2025-04-02,Retargeting Web,4649,228,296172,12,3938388
2025-01-13,Retargeting Web,23175,1430,1532960,61,28468883
2025-03-21,Promo Diskon 50%,14259,542,760968,9,1918440
2025-01-03,Launching Produk Baru,32109,1347,2689959,21,10497144
2025-04-26,Flash Sale Akhir Bulan,20787,438,623274,12,2375820
2025-05-28,Launching Produk Baru,15944,327,904155,9,4079817
2025-02-28,Flash Sale Akhir Bulan,43754,916,2037184,16,4048944
2025-02-23,Retargeting Web,17327,1291,3477954,51,12313593
2025-01-12,Flash Sale Akhir Bulan,44810,1283,2825166,24,8288616
2025-06-10,Lookalike Audience,43772,654,649422,14,4643240
2025-02-05,Promo Diskon 50%,13156,518,921522,4,1896696
2025-06-12,Promo Diskon 50%,31209,964,2724264,14,5051284
2025-02-04,Retargeting Web,36064,2654,6151972,60,19843200
2025-06-13,Promo Diskon 50%,18033,535,1143830,5,2069400
2025-03-17,Promo Diskon 50%,10631,278,439240,5,2232380
2025-01-07,Flash Sale Akhir Bulan,45862,1699,5068117,19,5588147
2025-02-24,Promo Diskon 50%,48944,547,547547,12,5741016
2025-03-30,Retargeting Web,18453,1184,1034816,66,14586396
2025-02-06,Flash Sale Akhir Bulan,27877,372,322152,4,1640076
2025-02-20,Promo Diskon 50%,41428,701,1833115,23,4493050
2025-04-30,Flash Sale Akhir Bulan,3409,161,315882,5,1159480
2025-01-28,Retargeting Web,43943,2381,5404870,138,62413674
2025-02-07,Lookalike Audience,28382,166,453346,6,2903166
2025-01-29,Lookalike Audience,31627,897,2605785,26,4445688
2025-06-11,Flash Sale Akhir Bulan,10081,273,705159,4,1897276
2025-04-28,Launching Produk Baru,41728,1541,1880020,49,16784656
2025-06-07,Promo Diskon 50%,40905,1199,1712172,6,2733000
2025-03-10,Flash Sale Akhir Bulan,6240,123,294708,0,0
2025-03-25,Lookalike Audience,47164,1609,4600131,24,11305944
2025-05-21,Flash Sale Akhir Bulan,1021,25,57600,0,0
2025-03-06,Flash Sale Akhir Bulan,45622,783,1055484,26,7961148
2025-02-20,Flash Sale Akhir Bulan,45054,1092,2111928,18,6206490
2025-01-21,Retargeting Web,40507,2155,6210710,85,19096950
2025-03-25,Launching Produk Baru,30617,954,2663568,26,8864206
2025-05-12,Retargeting Web,38435,2553,3492504,149,33585196
2025-02-21,Flash Sale Akhir Bulan,15241,533,467441,7,2257570
2025-04-14,Launching Produk Baru,49702,442,400894,5,1665060
2025-01-03,Retargeting Web,18575,1233,2747124,50,16417850
2025-05-03,Flash Sale Akhir Bulan,2844,112,247296,2,994666
2025-06-24,Promo Diskon 50%,6969,156,151164,1,349072
2025-01-14,Flash Sale Akhir Bulan,18281,548,1164500,9,4154058
2025-04-13,Flash Sale Akhir Bulan,5497,86,69574,2,842656
2025-02-23,Promo Diskon 50%,36483,1239,1299711,36,5403456
2025-01-09,Flash Sale Akhir Bulan,12213,223,635104,5,2361050
2025-02-07,Retargeting Web,31071,1643,2359348,91,15771392
2025-02-17,Lookalike Audience,12426,615,722625,3,885807
2025-04-02,Promo Diskon 50%,1844,75,212925,2,988392
2025-03-27,Flash Sale Akhir Bulan,33532,706,2089054,3,1329633
2025-02-16,Lookalike Audience,34995,882,2344356,25,7147325
2025-06-29,Promo Diskon 50%,34115,372,1016304,6,1400334
2025-02-13,Launching Produk Baru,2119,93,237243,0,0
2025-01-20,Retargeting Web,16343,1127,1956472,65,12563460
2025-04-02,Lookalike Audience,30403,969,2304282,38,11348890
2025-03-22,Lookalike Audience,17923,293,684741,9,4251915
2025-04-12,Retargeting Web,7931,583,1005675,12,5580576
2025-03-08,Flash Sale Akhir Bulan,3315,160,291840,3,505305
2025-02-28,Lookalike Audience,5986,206,187254,1,255635
2025-01-26,Launching Produk Baru,45785,1983,5054667,69,12293316
2025-03-22,Lookalike Audience,9523,332,875152,1,402553
2025-05-01,Lookalike Audience,2298,87,176871,1,196714
2025-06-10,Promo Diskon 50%,22727,244,265228,2,406220
2025-03-19,Launching Produk Baru,24126,772,1760932,28,8052520
2025-05-13,Lookalike Audience,26963,1017,2915739,33,7145358
2025-01-05,Flash Sale Akhir Bulan,6804,164,159736,1,361034
2025-06-27,Promo Diskon 50%,47882,2130,1948950,20,6689540
2025-03-30,Retargeting Web,43934,1726,3959444,80,35521120
2025-03-08,Promo Diskon 50%,47621,1060,861780,38,10412266
2025-06-11,Launching Produk Baru,14875,393,567099,4,1168392
2025-04-24,Launching Produk Baru,44620,1467,1977516,47,18674416
2025-05-20,Lookalike Audience,29224,1315,2143450,52,25750972
2025-01-13,Flash Sale Akhir Bulan,34420,624,988416,15,4706235
2025-06-21,Flash Sale Akhir Bulan,2751,45,46485,0,0
2025-03-11,Retargeting Web,1308,40,58760,1,221149
2025-06-01,Lookalike Audience,12465,579,979089,21,7355271
2025-05-21,Retargeting Web,7380,404,667408,13,3714711
2025-06-30,Flash Sale Akhir Bulan,3465,171,371583,5,1801840
2025-06-29,Launching Produk Baru,32244,224,288064,1,325659
2025-05-26,Lookalike Audience,38145,360,848880,14,3236184
2025-03-11,Flash Sale Akhir Bulan,23993,622,1505240,20,3596500
2025-05-20,Retargeting Web,34507,1614,2629206,74,22035424
2025-03-02,Lookalike Audience,44735,1123,2601991,7,2486505
2025-02-01,Lookalike Audience,19434,535,681590,4,1679824
2025-05-04,Lookalike Audience,17588,96,128736,0,0
2025-02-06,Lookalike Audience,19975,188,475076,4,1252136
2025-01-11,Lookalike Audience,33473,213,413220,2,319592
2025-01-22,Lookalike Audience,46609,1031,928931,22,6187478
2025-05-11,Flash Sale Akhir Bulan,32258,791,688961,31,12677357
2025-04-30,Launching Produk Baru,31124,457,743996,8,3710640
2025-05-25,Flash Sale Akhir Bulan,28125,746,2020168,28,5380788
2025-05-13,Lookalike Audience,13728,328,366376,6,2969316
2025-04-15,Flash Sale Akhir Bulan,19541,611,1537887,3,1477614
2025-05-27,Promo Diskon 50%,7273,245,306250,6,1502766
2025-02-20,Retargeting Web,8376,544,1089632,17,8155835
2025-01-02,Flash Sale Akhir Bulan,12863,276,249228,4,1222720
2025-05-05,Lookalike Audience,45134,1275,2152200,26,11220118
2025-04-09,Launching Produk Baru,6421,187,304062,6,1017810
2025-01-20,Retargeting Web,1033,62,177196,2,492420
2025-02-17,Retargeting Web,19944,1083,928131,21,8384208
2025-04-20,Launching Produk Baru,12462,178,207904,6,2613192
2025-01-29,Promo Diskon 50%,11318,466,573646,3,1237788
2025-03-09,Launching Produk Baru,30877,965,2470400,20,7522080
2025-01-10,Launching Produk Baru,24666,301,647451,11,3256451
2025-04-02,Lookalike Audience,18734,758,1976106,4,1533868
2025-05-01,Flash Sale Akhir Bulan,20798,785,2351075,31,8229136
2025-04-29,Promo Diskon 50%,3629,180,344520,4,711064
2025-02-21,Flash Sale Akhir Bulan,19126,140,335860,4,793348
2025-04-29,Flash Sale Akhir Bulan,42178,1653,4203579,54,9259758
2025-05-27,Retargeting Web,33739,1155,1948485,42,8062572
2025-02-14,Promo Diskon 50%,4694,225,370350,3,1433904
2025-05-15,Promo Diskon 50%,20120,632,930936,22,5042730
2025-01-08,Flash Sale Akhir Bulan,9975,94,172396,2,920244
2025-02-23,Promo Diskon 50%,34154,1154,2123360,15,4156380
2025-05-20,Retargeting Web,31969,1929,4344108,110,29769190
2025-01-10,Promo Diskon 50%,19706,552,1171896,4,1658676
2025-03-01,Promo Diskon 50%,16268,161,412643,1,178892
2025-02-18,Promo Diskon 50%,19389,937,1806536,19,4690511
2025-06-02,Launching Produk Baru,5760,50,100350,1,321578
2025-04-20,Retargeting Web,32989,1973,1663239,108,37413468
2025-02-18,Launching Produk Baru,39320,824,2105320,10,3915660
2025-06-17,Lookalike Audience,2877,138,229356,1,238089
2025-06-04,Launching Produk Baru,16561,572,1246960,11,3762275
2025-05-08,Promo Diskon 50%,46333,1066,2327078,37,8694260
2025-05-27,Launching Produk Baru,41567,532,1233176,10,2276700
2025-02-28,Lookalike Audience,41515,1324,2452048,11,5317224
2025-01-10,Launching Produk Baru,18932,421,1156908,4,1384216
2025-02-24,Flash Sale Akhir Bulan,36889,1759,2652572,68,31092116
2025-03-02,Promo Diskon 50%,40170,830,1034180,9,4327488
2025-03-26,Lookalike Audience,40960,2026,2301536,72,30839832
2025-06-07,Launching Produk Baru,44416,399,1106826,11,2033174
2025-02-26,Retargeting Web,15324,1013,1872024,60,15684480
2025-02-12,Lookalike Audience,42022,1031,2032101,25,9750050
2025-02-09,Launching Produk Baru,26519,1227,2452773,28,11669168
2025-06-11,Lookalike Audience,4411,70,199780,1,441733
2025-01-07,Launching Produk Baru,46860,789,2300724,20,9651880
2025-03-01,Lookalike Audience,14506,508,839724,14,2324462
2025-03-08,Promo Diskon 50%,9120,255,702525,2,600034
2025-02-11,Retargeting Web,7952,402,1107108,16,3616816
2025-06-30,Launching Produk Baru,38089,250,449750,4,1304204
2025-01-16,Retargeting Web,13540,613,1609125,13,3598426
2025-02-05,Launching Produk Baru,24184,990,1153350,29,5585603
2025-05-29,Flash Sale Akhir Bulan,14299,637,1793792,15,6775095
2025-04-19,Flash Sale Akhir Bulan,2026,98,288022,3,1408842
2025-03-03,Launching Produk Baru,16949,653,631451,13,3277456
2025-04-30,Flash Sale Akhir Bulan,6066,279,384462,7,3399851
2025-03-29,Flash Sale Akhir Bulan,38231,679,859614,14,2415294
2025-01-31,Promo Diskon 50%,9521,348,861996,11,3384491
2025-02-24,Lookalike Audience,33243,1319,2049726,36,15569640
2025-01-02,Retargeting Web,24720,1644,1517412,85,21190160
2025-05-25,Flash Sale Akhir Bulan,15038,189,245322,1,372599
2025-05-10,Promo Diskon 50%,3030,91,110929,3,1142721
2025-06-08,Flash Sale Akhir Bulan,32566,418,1052106,13,4024540
2025-04-02,Lookalike Audience,33669,203,449848,5,1480715
2025-03-01,Flash Sale Akhir Bulan,46465,1594,3066856,36,9874944
2025-05-26,Flash Sale Akhir Bulan,1609,41,36654,0,0
2025-02-14,Promo Diskon 50%,8502,70,69020,2,803554
2025-06-15,Promo Diskon 50%,21324,476,767312,15,2824530
2025-06-29,Promo Diskon 50%,25470,309,711318,4,647176
2025-04-24,Lookalike Audience,43613,1658,3979200,52,14908868
2025-05-07,Flash Sale Akhir Bulan,23972,937,1928346,9,2483721
2025-04-28,Promo Diskon 50%,15527,103,144509,1,203394
2025-06-02,Flash Sale Akhir Bulan,6945,274,271808,6,1188264
2025-04-04,Flash Sale Akhir Bulan,26777,973,2404283,16,5226304
2025-06-17,Flash Sale Akhir Bulan,25072,957,2381973,30,5198790
2025-06-17,Lookalike Audience,9194,400,900000,14,5302584
2025-05-23,Launching Produk Baru,27319,732,745176,9,1741419
2025-03-20,Lookalike Audience,21238,1020,2199120,20,8830960
2025-02-14,Promo Diskon 50%,42496,557,1130153,7,3150427
2025-03-24,Lookalike Audience,44573,2007,4676310,23,11462556
2025-05-15,Lookalike Audience,5340,116,171216,2,422386
2025-02-24,Launching Produk Baru,20081,733,623050,18,7306740
2025-01-12,Promo Diskon 50%,2031,51,100878,0,0
2025-06-28,Promo Diskon 50%,15526,451,548867,7,3143840
2025-05-02,Lookalike Audience,27119,367,705741,11,5122623
2025-05-30,Flash Sale Akhir Bulan,27621,1049,1772810,30,13145580
2025-05-02,Retargeting Web,6244,223,382445,11,4665122
2025-04-15,Retargeting Web,34798,1088,2347904,49,19315947
2025-06-24,Retargeting Web,6588,481,767195,10,4833130
2025-02-28,Launching Produk Baru,22001,316,943892,5,2354075
2025-02-26,Lookalike Audience,12357,399,461643,6,1750434
2025-04-20,Lookalike Audience,49428,616,1034880,13,4286438
2025-05-09,Lookalike Audience,12946,505,956975,5,1017315
2025-06-01,Retargeting Web,5610,312,454584,11,4039838
2025-01-16,Launching Produk Baru,2953,61,84790,2,713106
2025-04-11,Promo Diskon 50%,44439,1617,1568490,38,18770556
2025-02-10,Flash Sale Akhir Bulan,14502,273,691236,10,2254610
2025-06-10,Retargeting Web,27952,1949,5585834,41,13048414
2025-05-19,Lookalike Audience,35032,1353,2567994,24,9035496
2025-01-15,Retargeting Web,39877,1718,4291564,70,13979420
2025-01-30,Lookalike Audience,9209,245,642635,4,600460
2025-05-26,Lookalike Audience,19708,624,1833936,11,2967569
2025-06-11,Lookalike Audience,27154,1106,921298,19,6182220
2025-05-06,Lookalike Audience,24169,799,1471758,17,4290885
2025-05-16,Promo Diskon 50%,5922,45,93600,0,0
2025-05-07,Retargeting Web,25080,1550,4619000,54,22336020
2025-03-29,Retargeting Web,16519,498,1469100,25,4798025
2025-04-05,Lookalike Audience,31330,643,583844,22,9065540
2025-04-04,Retargeting Web,7608,240,296400,12,3935592
2025-01-07,Launching Produk Baru,9226,124,182776,0,0
2025-04-19,Retargeting Web,6053,331,290949,8,3762312
2025-03-18,Retargeting Web,9093,446,1239880,26,12942592
2025-01-19,Promo Diskon 50%,31818,1411,1340450,46,14169656
2025-03-30,Promo Diskon 50%,43960,1589,2798229,50,10612950
2025-04-13,Lookalike Audience,45793,2038,4357244,67,14333176
2025-03-23,Launching Produk Baru,34094,622,1329836,7,2340863
2025-03-01,Lookalike Audience,22984,455,927745,10,4031250
2025-05-28,Promo Diskon 50%,15213,586,660422,6,1789200
2025-05-18,Flash Sale Akhir Bulan,45282,1520,2263280,43,14416395
2025-02-01,Retargeting Web,46407,2160,6365520,79,20162617
2025-06-21,Retargeting Web,10217,562,1042510,23,9008479
2025-02-02,Flash Sale Akhir Bulan,1551,60,124920,2,974086
2025-06-07,Flash Sale Akhir Bulan,29909,559,1519362,9,2593467
2025-03-19,Retargeting Web,9829,651,1717338,22,5683282
2025-01-19,Flash Sale Akhir Bulan,36119,1013,932973,27,12769650
2025-02-27,Launching Produk Baru,13843,527,779433,10,4226360
2025-04-18,Launching Produk Baru,7519,160,194080,6,2565966
2025-03-31,Launching Produk Baru,18142,647,1322468,19,5843298
2025-05-08,Flash Sale Akhir Bulan,8242,172,379604,3,1026756
2025-02-07,Flash Sale Akhir Bulan,1922,38,73644,0,0
2025-06-01,Launching Produk Baru,6696,142,352160,1,340218
2025-02-20,Promo Diskon 50%,35758,760,975840,9,4451373
2025-06-06,Retargeting Web,26518,1269,1412397,26,12174188
2025-06-04,Lookalike Audience,28309,1054,3144082,6,2346318
2025-05-07,Flash Sale Akhir Bulan,19227,626,1065452,15,2911380
2025-01-26,Retargeting Web,4857,305,760365,10,3944500
2025-06-21,Promo Diskon 50%,2001,39,66495,0,0
2025-06-05,Flash Sale Akhir Bulan,28719,1172,1529460,8,2898880
2025-02-28,Retargeting Web,39220,1690,1669720,82,14154840
2025-01-09,Promo Diskon 50%,25216,316,533724,10,2555610
2025-03-13,Launching Produk Baru,40786,1624,4141200,37,16206703
2025-02-28,Lookalike Audience,12543,133,196308,2,977202
2025-03-07,Flash Sale Akhir Bulan,49469,1782,2494800,64,26405056
2025-06-10,Lookalike Audience,35781,1511,4378878,48,20083200
2025-06-11,Launching Produk Baru,35362,1426,3938612,49,21254730
2025-01-17,Lookalike Audience,35544,1382,3946992,17,8350689
2025-06-17,Promo Diskon 50%,10093,133,154679,0,0
2025-02-22,Lookalike Audience,30860,789,1512513,7,2592044
2025-03-16,Promo Diskon 50%,5182,224,657216,1,236245
2025-05-22,Lookalike Audience,46400,1056,2894496,12,3307584
2025-06-02,Flash Sale Akhir Bulan,31600,1442,3404562,55,24056725
2025-06-18,Promo Diskon 50%,18779,555,1113885,17,7642384
2025-03-01,Lookalike Audience,8438,130,326820,4,613896
2025-01-12,Promo Diskon 50%,44700,922,2213722,17,6310196
2025-01-03,Lookalike Audience,43790,448,1324288,4,1586436
2025-02-04,Lookalike Audience,43879,1255,2031845,28,12152616
2025-02-05,Flash Sale Akhir Bulan,5645,148,292892,2,563928
2025-05-05,Launching Produk Baru,15220,498,1178766,14,6184556
2025-06-24,Promo Diskon 50%,26757,525,885150,4,1260236
2025-04-03,Flash Sale Akhir Bulan,30206,899,1798899,32,11712224
2025-03-03,Retargeting Web,1163,43,127151,1,261825
2025-03-02,Lookalike Audience,36695,1752,1723968,62,24517218
2025-03-04,Flash Sale Akhir Bulan,27253,747,1550025,6,1706154
2025-01-29,Retargeting Web,17783,568,632184,25,4248175
2025-02-11,Retargeting Web,14118,1013,1372615,34,10046456
2025-02-27,Launching Produk Baru,35922,1135,1717255,16,7707696
2025-01-21,Retargeting Web,13529,417,1165098,17,5004834
2025-05-21,Lookalike Audience,12719,580,1516120,12,3737892
2025-02-09,Lookalike Audience,31584,759,1797312,6,1234512
2025-06-01,Retargeting Web,32016,1830,5230140,71,34549523
2025-03-01,Retargeting Web,1448,87,200013,3,1134549
2025-05-05,Retargeting Web,28838,925,976800,33,14658699
2025-06-24,Retargeting Web,29470,1978,3394248,55,20413470
2025-05-25,Promo Diskon 50%,41144,868,2577960,19,5925587
2025-01-13,Promo Diskon 50%,33311,174,237336,6,1602912
2025-06-15,Launching Produk Baru,29803,1315,3701725,48,7451520
2025-04-06,Launching Produk Baru,27635,365,676345,3,932577
